attendance_id,employee_id,date,check_in,check_out,hours_worked,status
1659,284,2024-06-05,10:18,19:33,8.6,Present
1660,284,2024-06-06,10:57,,,Half Day
1661,284,2024-06-07,09:43,16:38,6.6,Present
1662,284,2024-06-10,10:13,17:36,4.6,Present
1663,93,2024-06-03,08:48,17:35,6.6,Present
1664,93,2024-06-04,08:39,17:45,7.5,Present
1665,93,2024-06-05,09:05,17:56,6.6,Present
1666,93,2024-06-06,09:18,18:01,8.0,Present
1667,93,2024-06-07,09:31,18:22,5.0,Present
1668,93,2024-06-10,08:58,17:26,8.9,Present
1669,82,2024-06-03,09:02,17:46,7.2,Present
1670,82,2024-06-04,08:17,16:00,7.5,Present
1671,82,2024-06-05,09:52,,,Half Day
1672,82,2024-06-06,10:36,19:31,7.8,Present
1673,82,2024-06-07,10:24,16:00,5.4,Present
1674,82,2024-06-10,09:48,18:21,6.5,Present
1675,38,2024-06-03,09:55,18:14,6.3,Present
1676,38,2024-06-04,08:57,19:54,8.5,Present
1677,38,2024-06-05,09:12,19:09,5.3,Present
1678,38,2024-06-06,09:46,16:10,8.6,Present
1679,38,2024-06-07,10:20,16:18,7.2,Present
1680,38,2024-06-10,08:26,17:59,8.4,Present
1681,16,2024-06-03,08:49,17:22,7.6,Present
1682,16,2024-06-04,08:55,18:47,8.7,Present
1683,16,2024-06-05,09:58,16:32,8.6,Present
1684,16,2024-06-06,10:50,19:01,8.7,Present
1685,16,2024-06-07,08:04,17:55,6.5,Present
1686,16,2024-06-10,09:53,19:35,8.1,Present
1687,3,2024-06-03,08:57,19:24,7.0,Present
1688,3,2024-06-04,08:00,18:46,8.6,Present
1689,3,2024-06-05,10:15,16:34,8.5,Present
1690,3,2024-06-06,09:49,19:38,5.4,Present
1691,3,2024-06-07,08:51,18:50,4.5,Present
1692,3,2024-06-10,10:00,19:48,4.3,Present
1693,299,2024-06-03,09:40,,,Half Day
1694,299,2024-06-04,08:29,16:57,5.9,Present
1695,299,2024-06-05,09:02,16:49,7.0,Present
1696,299,2024-06-06,08:59,18:15,6.2,Present
1697,299,2024-06-07,08:29,19:47,5.3,Present
1698,299,2024-06-10,10:33,18:30,6.9,Present
1699,219,2024-06-03,08:04,16:23,7.7,Present
1700,219,2024-06-04,10:04,19:19,5.1,Present
1701,219,2024-06-05,10:37,17:33,6.7,Present
1702,219,2024-06-06,09:00,16:37,6.3,Present
1703,219,2024-06-07,,,,Absent
1704,219,2024-06-10,10:35,,,Half Day
1705,154,2024-06-03,08:49,19:46,5.8,Present
1706,154,2024-06-04,10:43,,,Half Day
1707,154,2024-06-05,,,,On Leave
1708,154,2024-06-06,08:40,17:03,7.4,Present
1709,154,2024-06-07,09:53,19:53,6.7,Present
1710,154,2024-06-10,,,,Absent
1711,12,2024-06-03,09:55,18:06,7.7,Present
1712,12,2024-06-04,08:02,17:59,4.8,Present
1713,12,2024-06-05,09:25,17:01,6.1,Present
1714,12,2024-06-06,08:39,17:26,7.9,Present
1715,12,2024-06-07,09:45,16:46,8.3,Present
1716,12,2024-06-10,10:44,17:38,6.0,Present
1717,206,2024-06-03,10:43,16:11,6.2,Present
1718,206,2024-06-04,10:47,17:53,8.4,Present
1719,206,2024-06-05,08:04,18:06,7.1,Present
1720,206,2024-06-06,10:27,18:41,7.9,Present
1721,206,2024-06-07,09:29,17:37,8.8,Present
1722,206,2024-06-10,09:29,17:27,5.2,Present
1723,32,2024-06-03,08:08,17:01,5.6,Present
1724,32,2024-06-04,09:08,19:03,4.2,Present
1725,32,2024-06-05,10:40,16:56,4.9,Present
1726,32,2024-06-06,08:30,,,Half Day
1727,32,2024-06-07,10:52,16:59,8.1,Present
1728,32,2024-06-10,08:05,17:16,7.1,Present
1729,217,2024-06-03,10:50,19:22,8.7,Present
1730,217,2024-06-04,08:03,,,Half Day
1731,217,2024-06-05,09:51,18:21,4.9,Present
1732,217,2024-06-06,10:22,,,Half Day
1733,217,2024-06-07,08:37,16:04,7.0,Present
1734,217,2024-06-10,08:20,16:32,8.0,Present
1735,10,2024-06-03,08:44,16:53,8.4,Present
1736,10,2024-06-04,09:01,,,Half Day
1737,10,2024-06-05,09:06,17:52,4.8,Present
1738,10,2024-06-06,08:53,,,Half Day
1739,10,2024-06-07,08:57,19:49,7.8,Present
1740,10,2024-06-10,10:11,19:29,8.0,Present
1741,46,2024-06-03,08:37,19:15,6.8,Present
1742,46,2024-06-04,10:06,18:38,8.8,Present
1743,46,2024-06-05,08:38,16:02,5.4,Present
1744,46,2024-06-06,08:16,19:45,6.7,Present
1745,46,2024-06-07,08:50,19:20,7.8,Present
1746,46,2024-06-10,10:22,17:50,8.8,Present
1747,8,2024-06-03,08:21,16:52,4.8,Present
1748,8,2024-06-04,08:26,17:19,8.6,Present
1749,8,2024-06-05,10:47,16:22,4.9,Present
1750,8,2024-06-06,08:46,18:30,5.7,Present
1751,8,2024-06-07,,,,Absent
1752,8,2024-06-10,10:54,16:57,6.4,Present
1753,184,2024-06-03,10:26,17:58,7.2,Present
1754,184,2024-06-04,09:53,,,Half Day
1755,184,2024-06-05,10:59,18:33,8.7,Present
1756,184,2024-06-06,08:06,18:22,6.3,Present
1757,184,2024-06-07,08:28,19:23,6.4,Present
1758,184,2024-06-10,,,,On Leave
1759,277,2024-06-03,08:58,19:04,4.3,Present
1760,277,2024-06-04,,,,Absent
1761,277,2024-06-05,08:18,17:49,7.8,Present
1762,277,2024-06-06,09:13,18:14,6.8,Present
1763,277,2024-06-07,10:04,18:39,8.1,Present
1764,277,2024-06-10,08:00,19:59,8.3,Present
1765,227,2024-06-03,09:56,,,Half Day
1766,227,2024-06-04,09:38,16:03,8.1,Present
1767,227,2024-06-05,09:45,19:20,5.6,Present
1768,227,2024-06-06,09:33,16:16,5.5,Present
1769,227,2024-06-07,10:16,18:26,7.7,Present
1770,227,2024-06-10,09:11,19:49,5.1,Present
1771,189,2024-06-03,08:37,,,Half Day
1772,189,2024-06-04,,,,On Leave
1773,189,2024-06-05,10:52,17:34,8.4,Present
1774,189,2024-06-06,09:58,18:05,5.6,Present
1775,189,2024-06-07,08:36,17:29,6.3,Present
1776,189,2024-06-10,,,,On Leave
1777,60,2024-06-03,08:23,19:07,8.6,Present
1778,60,2024-06-04,08:05,17:06,4.6,Present
1779,60,2024-06-05,,,,Absent
1780,60,2024-06-06,,,,On Leave
1781,60,2024-06-07,10:31,19:04,8.0,Present
1782,60,2024-06-10,10:38,19:42,7.5,Present
1783,181,2024-06-03,10:10,17:03,6.9,Present
1784,181,2024-06-04,09:30,,,Half Day
1785,181,2024-06-05,09:35,18:03,8.1,Present
1786,181,2024-06-06,10:00,19:11,7.2,Present
1787,181,2024-06-07,09:26,19:42,6.0,Present
1788,181,2024-06-10,08:26,16:59,8.0,Present
1789,267,2024-06-03,09:47,18:46,4.8,Present
1790,267,2024-06-04,10:29,17:29,7.2,Present
1791,267,2024-06-05,09:42,16:16,8.4,Present
1792,267,2024-06-06,08:17,16:26,8.8,Present
1793,267,2024-06-07,08:31,19:08,5.0,Present
1794,267,2024-06-10,10:28,17:02,6.8,Present
1795,111,2024-06-03,08:51,17:48,4.3,Present
1796,111,2024-06-04,08:21,16:54,8.2,Present
1797,111,2024-06-05,,,,On Leave
1798,111,2024-06-06,08:16,18:47,7.9,Present
1799,111,2024-06-07,08:05,17:49,6.2,Present
1800,111,2024-06-10,10:18,,,Half Day
